"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
lndist_piu_1,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","200101, PIURA | 200104, CASTILLA | 200105, CATACAOS | 200107, CURA MORI | 200108, EL TALLAN | 200109, LA ARENA | 200110, LA UNION | 200111, LAS LOMAS | 200114, TAMBO GRANDE | 200115, VEINTISÉIS DE OCTUBRE",,,,,,"[lnprov_piu] = '200100'",y,,,,,
lndist_piu_2,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","200201, AYABACA | 200202, FRIAS | 200203, JILILI | 200204, LAGUNAS | 200205, MONTERO | 200206, PACAIPAMPA | 200207, PAIMAS | 200208, SAPILLICA | 200209, SICCHEZ | 200210, SUYO",,,,,,"[lnprov_piu] = '200200'",y,,,,,
lndist_piu_3,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","200301, HUANCABAMBA | 200302, CANCHAQUE | 200303, EL CARMEN DE LA FRONTERA | 200304, HUARMACA | 200305, LALAQUIZ | 200306, SAN MIGUEL DE EL FAIQUE | 200307, SONDOR | 200308, SONDORILLO",,,,,,"[lnprov_piu] = '200300'",y,,,,,
lndist_piu_4,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","200401, CHULUCANAS | 200402, BUENOS AIRES | 200403, CHALACO | 200404, LA MATANZA | 200405, MORROPON | 200406, SALITRAL | 200407, SAN JUAN DE BIGOTE | 200408, SANTA CATALINA DE MOSSA | 200409, SANTO DOMINGO | 200410, YAMANGO",,,,,,"[lnprov_piu] = '200400'",y,,,,,
lndist_piu_5,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","200501, PAITA | 200502, AMOTAPE | 200503, ARENAL | 200504, COLAN | 200505, LA HUACA | 200506, TAMARINDO | 200507, VICHAYAL",,,,,,"[lnprov_piu] = '200500'",y,,,,,
lndist_piu_6,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","200601, SULLANA | 200602, BELLAVISTA | 200603, IGNACIO ESCUDERO | 200604, LANCONES | 200605, MARCAVELICA | 200606, MIGUEL CHECA | 200607, QUERECOTILLO | 200608, SALITRAL",,,,,,"[lnprov_piu] = '200600'",y,,,,,
lndist_piu_7,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","200701, PARIÑAS | 200702, EL ALTO | 200703, LA BREA | 200704, LOBITOS | 200705, LOS ORGANOS | 200706, MANCORA",,,,,,"[lnprov_piu] = '200700'",y,,,,,
lndist_piu_8,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","200801, SECHURA | 200802, BELLAVISTA DE LA UNION | 200803, BERNAL | 200804, CRISTO NOS VALGA | 200805, VICE | 200806, RINCONADA LLICUAR",,,,,,"[lnprov_piu] = '200800'",y,,,,,
lnprov_pun,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","210100, PUNO | 210200, AZANGARO | 210300, CARABAYA | 210400, CHUCUITO | 210500, EL COLLAO | 210600, HUANCANE | 210700, LAMPA | 210800, MELGAR | 210900, MOHO | 211000, SAN ANTONIO DE PUTINA | 211100, SAN ROMAN | 211200, SANDIA | 211300, YUNGUYO",,,,,,"[lndep] = '210000'",y,,,,,
lndist_pun_1,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","210101, PUNO | 210102, ACORA | 210103, AMANTANI | 210104, ATUNCOLLA | 210105, CAPACHICA | 210106, CHUCUITO | 210107, COATA | 210108, HUATA | 210109, MAÑAZO | 210110, PAUCARCOLLA | 210111, PICHACANI | 210112, PLATERIA | 210113, SAN ANTONIO | 210114, TIQUILLACA | 210115, VILQUE",,,,,,"[lnprov_pun] = '210100'",y,,,,,
lndist_pun_2,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","210201, AZANGARO | 210202, ACHAYA | 210203, ARAPA | 210204, ASILLO | 210205, CAMINACA | 210206, CHUPA | 210207, JOSE DOMINGO CHOQUEHUANCA | 210208, MUÑANI | 210209, POTONI | 210210, SAMAN | 210211, SAN ANTON | 210212, SAN JOSE | 210213, SAN JUAN DE SALINAS | 210214, SANTIAGO DE PUPUJA | 210215, TIRAPATA",,,,,,"[lnprov_pun] = '210200'",y,,,,,
lndist_pun_3,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","210301, MACUSANI | 210302, AJOYANI | 210303, AYAPATA | 210304, COASA | 210305, CORANI | 210306, CRUCERO | 210307, ITUATA | 210308, OLLACHEA | 210309, SAN GABAN | 210310, USICAYOS",,,,,,"[lnprov_pun] = '210300'",y,,,,,
lndist_pun_4,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","210401, JULI | 210402, DESAGUADERO | 210403, HUACULLANI | 210404, KELLUYO | 210405, PISACOMA | 210406, POMATA | 210407, ZEPITA",,,,,,"[lnprov_pun] = '210400'",y,,,,,
lndist_pun_5,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","210501, ILAVE | 210502, CAPAZO | 210503, PILCUYO | 210504, SANTA ROSA | 210505, CONDURIRI",,,,,,"[lnprov_pun] = '210500'",y,,,,,
lndist_pun_6,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","210601, HUANCANE | 210602, COJATA | 210603, HUATASANI | 210604, INCHUPALLA | 210605, PUSI | 210606, ROSASPATA | 210607, TARACO | 210608, VILQUE CHICO",,,,,,"[lnprov_pun] = '210600'",y,,,,,
lndist_pun_7,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","210701, LAMPA | 210702, CABANILLA | 210703, CALAPUJA | 210704, NICASIO | 210705, OCUVIRI | 210706, PALCA | 210707, PARATIA | 210708, PUCARA | 210709, SANTA LUCIA | 210710, VILAVILA",,,,,,"[lnprov_pun] = '210700'",y,,,,,
lndist_pun_8,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","210801, AYAVIRI | 210802, ANTAUTA | 210803, CUPI | 210804, LLALLI | 210805, MACARI | 210806, NUÑOA | 210807, ORURILLO | 210808, SANTA ROSA | 210809, UMACHIRI",,,,,,"[lnprov_pun] = '210800'",y,,,,,
lndist_pun_9,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","210901, MOHO | 210902, CONIMA | 210903, HUAYRAPATA | 210904, TILALI",,,,,,"[lnprov_pun] = '210900'",y,,,,,
lndist_pun_10,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","211001, PUTINA | 211002, ANANEA | 211003, PEDRO VILCA APAZA | 211004, QUILCAPUNCU | 211005, SINA",,,,,,"[lnprov_pun] = '211000'",y,,,,,
lndist_pun_11,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","211101, JULIACA | 211102, CABANA | 211103, CABANILLAS | 211104, CARACOTO | 211105, SAN MIGUEL",,,,,,"[lnprov_pun] = '211100'",y,,,,,
lndist_pun_12,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","211201, SANDIA | 211202, CUYOCUYO | 211203, LIMBANI | 211204, PATAMBUCO | 211205, PHARA | 211206, QUIACA | 211207, SAN JUAN DEL ORO | 211208, YANAHUAYA | 211209, ALTO INAMBARI | 211210, SAN PEDRO DE PUTINA PUNCU",,,,,,"[lnprov_pun] = '211200'",y,,,,,
lndist_pun_13,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","211301, YUNGUYO | 211302, ANAPIA | 211303, COPANI | 211304, CUTURAPI | 211305, OLLARAYA | 211306, TINICACHI | 211307, UNICACHI",,,,,,"[lnprov_pun] = '211300'",y,,,,,
lnprov_sm,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","220100, MOYOBAMBA | 220200, BELLAVISTA | 220300, EL DORADO | 220400, HUALLAGA | 220500, LAMAS | 220600, MARISCAL CACERES | 220700, PICOTA | 220800, RIOJA | 220900, SAN MARTIN | 221000, TOCACHE",,,,,,"[lndep] = '220000'",y,,,,,
lndist_sm_1,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","220101, MOYOBAMBA | 220102, CALZADA | 220103, HABANA | 220104, JEPELACIO | 220105, SORITOR | 220106, YANTALO",,,,,,"[lnprov_sm] = '220100'",y,,,,,
lndist_sm_2,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","220201, BELLAVISTA | 220202, ALTO BIAVO | 220203, BAJO BIAVO | 220204, HUALLAGA | 220205, SAN PABLO | 220206, SAN RAFAEL",,,,,,"[lnprov_sm] = '220200'",y,,,,,
lndist_sm_3,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","220301, SAN JOSE DE SISA | 220302, AGUA BLANCA | 220303, SAN MARTIN | 220304, SANTA ROSA | 220305, SHATOJA",,,,,,"[lnprov_sm] = '220300'",y,,,,,
lndist_sm_4,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","220401, SAPOSOA | 220402, ALTO SAPOSOA | 220403, EL ESLABON | 220404, PISCOYACU | 220405, SACANCHE | 220406, TINGO DE SAPOSOA",,,,,,"[lnprov_sm] = '220400'",y,,,,,
lndist_sm_5,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","220501, LAMAS | 220502, ALONSO DE ALVARADO | 220503, BARRANQUITA | 220504, CAYNARACHI | 220505, CUÑUMBUQUI | 220506, PINTO RECODO | 220507, RUMISAPA | 220508, SAN ROQUE DE CUMBAZA | 220509, SHANAO | 220510, TABALOSOS | 220511, ZAPATERO",,,,,,"[lnprov_sm] = '220500'",y,,,,,
lndist_sm_6,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","220601, JUANJUI | 220602, CAMPANILLA | 220603, HUICUNGO | 220604, PACHIZA | 220605, PAJARILLO",,,,,,"[lnprov_sm] = '220600'",y,,,,,
lndist_sm_7,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","220701, PICOTA | 220702, BUENOS AIRES | 220703, CASPISAPA | 220704, PILLUANA | 220705, PUCACACA | 220706, SAN CRISTOBAL | 220707, SAN HILARION | 220708, SHAMBOYACU | 220709, TINGO DE PONASA | 220710, TRES UNIDOS",,,,,,"[lnprov_sm] = '220700'",y,,,,,
lndist_sm_8,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","220801, RIOJA | 220802, AWAJUN | 220803, ELIAS SOPLIN VARGAS | 220804, NUEVA CAJAMARCA | 220805, PARDO MIGUEL | 220806, POSIC | 220807, SAN FERNANDO | 220808, YORONGOS | 220809, YURACYACU",,,,,,"[lnprov_sm] = '220800'",y,,,,,
lndist_sm_9,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","220901, TARAPOTO | 220902, ALBERTO LEVEAU | 220903, CACATACHI | 220904, CHAZUTA | 220905, CHIPURANA | 220906, EL PORVENIR | 220907, HUIMBAYOC | 220908, JUAN GUERRA | 220909, LA BANDA DE SHILCAYO | 220910, MORALES | 220911, PAPAPLAYA | 220912, SAN ANTONIO | 220913, SAUCE | 220914, SHAPAJA",,,,,,"[lnprov_sm] = '220900'",y,,,,,
lndist_sm_10,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","221001, TOCACHE | 221002, NUEVO PROGRESO | 221003, POLVORA | 221004, SHUNTE | 221005, UCHIZA",,,,,,"[lnprov_sm] = '221000'",y,,,,,
lnprov_tacna,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","230100, TACNA | 230200, CANDARAVE | 230300, JORGE BASADRE | 230400, TARATA",,,,,,"[lndep] = '230000'",y,,,,,
lndist_tacna_1,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div> ","230101, TACNA | 230102, ALTO DE LA ALIANZA | 230103, CALANA | 230104, CIUDAD NUEVA | 230105, INCLAN | 230106, PACHIA | 230107, PALCA | 230108, POCOLLAY | 230109, SAMA | 230110, CRNEL.GREGORIO ALBARRACIN LANCHIPA | 230111, LA YARADA LOS PALOS",,,,,,"[lnprov_tacna] = '230100'",y,,,,,
lndist_tacna_2,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","230201, CANDARAVE | 230202, CAIRANI | 230203, CAMILACA | 230204, CURIBAYA | 230205, HUANUARA | 230206, QUILAHUANI",,,,,,"[lnprov_tacna] = '230200'",y,,,,,
lndist_tacna_3,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","230301, LOCUMBA | 230302, ILABAYA | 230303, ITE",,,,,,"[lnprov_tacna] = '230300'",y,,,,,
lndist_tacna_4,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","230401, TARATA | 230402, HÉROES ALBARRACÍN | 230403, ESTIQUE | 230404, ESTIQUE-PAMPA | 230405, SITAJARA | 230406, SUSAPAYA | 230407, TARUCACHI | 230408, TICACO",,,,,,"[lnprov_tacna] = '230400'",y,,,,,
lnprov_tumb,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","240100, TUMBES | 240200, CONTRALMIRANTE VILLAR | 240300, ZARUMILLA",,,,,,"[lndep] = '240000'",y,,,,,
lndist_tumb_1,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","240101, TUMBES | 240102, CORRALES | 240103, LA CRUZ | 240104, PAMPAS DE HOSPITAL | 240105, SAN JACINTO | 240106, SAN JUAN DE LA VIRGEN",,,,,,"[lnprov_tumb] = '240100'",y,,,,,
lndist_tumb_2,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","240201, ZORRITOS | 240202, CASITAS | 240203, CANOAS DE PUNTA SAL",,,,,,"[lnprov_tumb] = '240200'",y,,,,,
lndist_tumb_3,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","240301, ZARUMILLA | 240302, AGUAS VERDES | 240303, MATAPALO | 240304, PAPAYAL",,,,,,"[lnprov_tumb] = '240300'",y,,,,,
lnprov_ucay,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","250100, CORONEL PORTILLO | 250200, ATALAYA | 250300, PADRE ABAD | 250400, PURUS",,,,,,"[lndep] = '250000'",y,,,,,
lndist_ucay_1,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","250101, CALLERIA | 250102, CAMPOVERDE | 250103, IPARIA | 250104, MASISEA | 250105, YARINACOCHA | 250106, NUEVA REQUENA | 250107, MANANTAY",,,,,,"[lnprov_ucay] = '250100'",y,,,,,
lndist_ucay_2,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","250201, RAYMONDI | 250202, SEPAHUA | 250203, TAHUANIA | 250204, YURUA",,,,,,"[lnprov_ucay] = '250200'",y,,,,,
lndist_ucay_3,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","250301, PADRE ABAD | 250302, IRAZOLA | 250303, CURIMANA | 250304, NESHUYA | 250305, ALEXANDER VON HUMBOLDT",,,,,,"[lnprov_ucay] = '250300'",y,,,,,
lndist_ucay_4,cuarto_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","250401, PURUS",,,,,,"[lnprov_ucay] = '250400'",y,,,,,
ii4,cuarto_bloque,,radio,"4. Actualmente usted es...
<div style=""position: relative; background-color:#ffff; top:85px; left: 683px; width:30px; height:20px""></div>","1, Conviviente | 2, Separado(a) | 3, Divorciado(a) | 4, Viudo(a) | 5, Casado(a) | 6, Soltero(a)",,,,,,,y,,,,,
ii5,cuarto_bloque,,radio,"5. Durante esta pandemia, ¿de qué manera los ingresos familiares cubren las necesidades básicas de alimentación, salud, vestido, vivienda, educación o movilidad?. 
<div style=""position: relative; background-color:#ffff; top:95px; left: 683px; width:30px; height:20px""></div>","1, No cubren ni las necesidades básicas de alimentación | 2, Cubren sólo las necesidades básicas de alimentación, pero no otras necesidades | 3, Cubren las necesidades básicas de alimentación, vestido, vivienda, educación y movilidad, pero no otras | 4, Cubren las necesidades básicas y también otras como pasatiempos, distracción, etc.",,,,,,,y,,,,,
ii6,cuarto_bloque,,text,"6. ¿Cuántas personas dependen económicamente de usted? ",,,integer,0,99,,,y,,,,,
ii6a,cuarto_bloque,,text,"6a. ¿Cuántos de ellos son sus hijos menores de edad? ",,"Recuerde, debe ser menor o igual a su respuesta anterior",integer,0,30,,"[ii6] > 0",y,,,,,
ii7,cuarto_bloque,,radio,"7. ¿Qué tanto ha impactado en la economía de su hogar la pandemia del COVID-19?
<div style=""position: relative; background-color:#ffff; top:60px; left: 683px; width:30px; height:20px""></div>","0, Nada en absoluto | 1, Poco | 2, Moderadamente | 3, Mucho | 4, Severamente",,,,,,,y,,,,,
no_btn4,cuarto_bloque,,descriptive,"<center><div style=""width:20%; color:#ffff; background-color:#82212A; padding:1px; position:relative; left: -35px; border-radius: 12px""><font size=1px>¡Dale click al botón Submit, para continuar!</div></center>",,,,,,,"[ii7]='0' or [ii7]='1' or [ii7]='2' or [ii7]='3' or [ii7]='4'",,,,,,
no_etiii1,quinto_bloque,"III. ASPECTOS EMOCIONALES ",descriptive,"1. Por favor lea las siguientes afirmaciones y marque que tanto le sucedió a usted
durante la última semana.
<div style=""font-weight:normal; text-align:justify; position: relative; left:8px; padding:5px"">No hay respuestas correctas o incorrectas. No tome demasiado tiempo para contestar.</div>",,,,,,,,,,,,,
iii1a,quinto_bloque,,radio,"a. Me costó mucho calmarme<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, <b>NO</b> me sucedió | 1, Me sucedió un <b>POCO</b>, o durante parte del tiempo | 2, Me sucedió <b>BASTANTE</b>, o durante una buena parte del tiempo | 3, Me sucedió <b>MUCHO</b>, o la mayor parte del tiempo",,,,,,,y,,,aspemocio1,,
iii1b,quinto_bloque,,radio,"b. Noté sequedad en mi boca<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, <b>NO</b> me sucedió | 1, Me sucedió un <b>POCO</b>, o durante parte del tiempo | 2, Me sucedió <b>BASTANTE</b>, o durante una buena parte del tiempo | 3, Me sucedió <b>MUCHO</b>, o la mayor parte del tiempo",,,,,,,y,,,aspemocio1,,
iii1c,quinto_bloque,,radio,"c. No podía experimentar ningún sentimiento positivo<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, <b>NO</b> me sucedió | 1, Me sucedió un <b>POCO</b>, o durante parte del tiempo | 2, Me sucedió <b>BASTANTE</b>, o durante una buena parte del tiempo | 3, Me sucedió <b>MUCHO</b>, o la mayor parte del tiempo",,,,,,,y,,,aspemocio1,,
iii1d,quinto_bloque,,radio,"d. Experimenté dificultades para respirar (p. ej. respiración rápida en exceso, falta de aire en ausencia de esfuerzo físico)<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, <b>NO</b> me sucedió | 1, Me sucedió un <b>POCO</b>, o durante parte del tiempo | 2, Me sucedió <b>BASTANTE</b>, o durante una buena parte del tiempo | 3, Me sucedió <b>MUCHO</b>, o la mayor parte del tiempo",,,,,,,y,,,aspemocio1,,
iii1e,quinto_bloque,,radio,"e. Me fue difícil tomar la iniciativa para hacer cosas<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, <b>NO</b> me sucedió | 1, Me sucedió un <b>POCO</b>, o durante parte del tiempo | 2, Me sucedió <b>BASTANTE</b>, o durante una buena parte del tiempo | 3, Me sucedió <b>MUCHO</b>, o la mayor parte del tiempo",,,,,,,y,,,aspemocio1,,
iii1f,quinto_bloque,,radio,"f. Tendí a reaccionar exageradamente<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, <b>NO</b> me sucedió | 1, Me sucedió un <b>POCO</b>, o durante parte del tiempo | 2, Me sucedió <b>BASTANTE</b>, o durante una buena parte del tiempo | 3, Me sucedió <b>MUCHO</b>, o la mayor parte del tiempo",,,,,,,y,,,aspemocio1,,
iii1g,quinto_bloque,,radio,"g. Experimenté temblores (p. ej. en las manos)<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, <b>NO</b> me sucedió | 1, Me sucedió un <b>POCO</b>, o durante parte del tiempo | 2, Me sucedió <b>BASTANTE</b>, o durante una buena parte del tiempo | 3, Me sucedió <b>MUCHO</b>, o la mayor parte del tiempo",,,,,,,y,,,aspemocio1,,
iii1h,quinto_bloque,,radio,"h. Sentí mucha inquietud nerviosa<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, <b>NO</b> me sucedió | 1, Me sucedió un <b>POCO</b>, o durante parte del tiempo | 2, Me sucedió <b>BASTANTE</b>, o durante una buena parte del tiempo | 3, Me sucedió <b>MUCHO</b>, o la mayor parte del tiempo",,,,,,,y,,,aspemocio1,,
iii1i,quinto_bloque,,radio,"i. Estuve preocupado(a) por situaciones en las cuales podría sentir pánico y hacer el ridículo<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, <b>NO</b> me sucedió | 1, Me sucedió un <b>POCO</b>, o durante parte del tiempo | 2, Me sucedió <b>BASTANTE</b>, o durante una buena parte del tiempo | 3, Me sucedió <b>MUCHO</b>, o la mayor parte del tiempo",,,,,,,y,,,aspemocio1,,
iii1j,quinto_bloque,,radio,"j. Sentí que no tenía nada que esperar a futuro<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, <b>NO</b> me sucedió | 1, Me sucedió un <b>POCO</b>, o durante parte del tiempo | 2, Me sucedió <b>BASTANTE</b>, o durante una buena parte del tiempo | 3, Me sucedió <b>MUCHO</b>, o la mayor parte del tiempo",,,,,,,y,,,aspemocio1,,
iii1k,quinto_bloque,,radio,"k. Me noté intranquilo y agitado<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, <b>NO</b> me sucedió | 1, Me sucedió un <b>POCO</b>, o durante parte del tiempo | 2, Me sucedió <b>BASTANTE</b>, o durante una buena parte del tiempo | 3, Me sucedió <b>MUCHO</b>, o la mayor parte del tiempo",,,,,,,y,,,aspemocio1,,
iii1l,quinto_bloque,,radio,"l. Encontré dificultad para relajarme<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, <b>NO</b> me sucedió | 1, Me sucedió un <b>POCO</b>, o durante parte del tiempo | 2, Me sucedió <b>BASTANTE</b>, o durante una buena parte del tiempo | 3, Me sucedió <b>MUCHO</b>, o la mayor parte del tiempo",,,,,,,y,,,aspemocio1,,
iii1m,quinto_bloque,,radio,"m. Me sentí desanimado(a) y deprimido(a)<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, <b>NO</b> me sucedió | 1, Me sucedió un <b>POCO</b>, o durante parte del tiempo | 2, Me sucedió <b>BASTANTE</b>, o durante una buena parte del tiempo | 3, Me sucedió <b>MUCHO</b>, o la mayor parte del tiempo",,,,,,,y,,,aspemocio1,,
iii1n,quinto_bloque,,radio,"n. Estuve intolerante con cualquier cosa que me alejara de lo que estaba haciendo<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, <b>NO</b> me sucedió | 1, Me sucedió un <b>POCO</b>, o durante parte del tiempo | 2, Me sucedió <b>BASTANTE</b>, o durante una buena parte del tiempo | 3, Me sucedió <b>MUCHO</b>, o la mayor parte del tiempo",,,,,,,y,,,aspemocio1,,
iii1o,quinto_bloque,,radio,"o. Sentí que estaba al borde del pánico<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, <b>NO</b> me sucedió | 1, Me sucedió un <b>POCO</b>, o durante parte del tiempo | 2, Me sucedió <b>BASTANTE</b>, o durante una buena parte del tiempo | 3, Me sucedió <b>MUCHO</b>, o la mayor parte del tiempo",,,,,,,y,,,aspemocio1,,
iii1p,quinto_bloque,,radio,"p. Fui incapaz de entusiasmarme con algo<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, <b>NO</b> me sucedió | 1, Me sucedió un <b>POCO</b>, o durante parte del tiempo | 2, Me sucedió <b>BASTANTE</b>, o durante una buena parte del tiempo | 3, Me sucedió <b>MUCHO</b>, o la mayor parte del tiempo",,,,,,,y,,,aspemocio1,,
iii1q,quinto_bloque,,radio,"q. Sentí que no valía mucho como persona<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, <b>NO</b> me sucedió | 1, Me sucedió un <b>POCO</b>, o durante parte del tiempo | 2, Me sucedió <b>BASTANTE</b>, o durante una buena parte del tiempo | 3, Me sucedió <b>MUCHO</b>, o la mayor parte del tiempo",,,,,,,y,,,aspemocio1,,
iii1r,quinto_bloque,,radio,"r. Me sentí muy sensible e irritable<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, <b>NO</b> me sucedió | 1, Me sucedió un <b>POCO</b>, o durante parte del tiempo | 2, Me sucedió <b>BASTANTE</b>, o durante una buena parte del tiempo | 3, Me sucedió <b>MUCHO</b>, o la mayor parte del tiempo",,,,,,,y,,,aspemocio1,,
iii1s,quinto_bloque,,radio,"s. Estuve atento a los latidos de mi corazón, sin haber hecho esfuerzo físico<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, <b>NO</b> me sucedió | 1, Me sucedió un <b>POCO</b>, o durante parte del tiempo | 2, Me sucedió <b>BASTANTE</b>, o durante una buena parte del tiempo | 3, Me sucedió <b>MUCHO</b>, o la mayor parte del tiempo",,,,,,,y,,,aspemocio1,,
iii1t,quinto_bloque,,radio,"t. Me sentí asustado(a) sin ninguna razón<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, <b>NO</b> me sucedió | 1, Me sucedió un <b>POCO</b>, o durante parte del tiempo | 2, Me sucedió <b>BASTANTE</b>, o durante una buena parte del tiempo | 3, Me sucedió <b>MUCHO</b>, o la mayor parte del tiempo",,,,,,,y,,,aspemocio1,,
iii1u,quinto_bloque,,radio,"u. Sentí que la vida no tenía sentido<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, <b>NO</b> me sucedió | 1, Me sucedió un <b>POCO</b>, o durante parte del tiempo | 2, Me sucedió <b>BASTANTE</b>, o durante una buena parte del tiempo | 3, Me sucedió <b>MUCHO</b>, o la mayor parte del tiempo",,,,,,,y,,,aspemocio1,,
estres,quinto_bloque,,calc,"Calculo Estrés","(sum([iii1a], [iii1f], [iii1h], [iii1k], [iii1l], [iii1n], [iii1r]))*2",,,,,,,,LH,,,," @HIDDEN-SURVEY"
ansiedad,quinto_bloque,,calc,"Cálculo Ansiedad","(sum([iii1b], [iii1d], [iii1g], [iii1i], [iii1o], [iii1s], [iii1t]))*2",,,,,,,,LH,,,," @HIDDEN-SURVEY"
